id,user,uid,version,changeset,timestamp
4379913,NE2,207745,14,13381044,2012-10-06T06:20:53Z
4860371,ChrisZontine,1376118,17,28617029,2015-02-04T19:22:33Z
4860375,NE2,207745,27,13397679,2012-10-07T13:14:11Z
4964746,karitotp,2748195,64,39221616,2016-05-10T16:01:19Z
4964747,karitotp,2748195,34,39221860,2016-05-10T16:12:19Z
4988022,n76,318696,44,20998921,2014-03-09T03:36:03Z
5005996,TorieRob,3821658,34,40043864,2016-06-15T17:55:18Z
5018653,n76,318696,33,17943971,2013-09-20T17:27:55Z
5018736,TorieRob,3821658,6,40043864,2016-06-15T17:55:18Z
5018739,karitotp,2748195,18,39220853,2016-05-10T15:34:42Z
5018740,Telecas,202256,6,43016328,2016-10-19T19:03:36Z
5018743,Paul Vernaza,18685,8,46724970,2017-03-09T23:38:33Z
5018744,Telecas,202256,5,31334304,2015-05-21T06:17:18Z
5018745,Telecas,202256,7,46261469,2017-02-21T02:22:40Z
5018747,n76,318696,4,21109242,2014-03-15T00:32:37Z
5031893,n76,318696,54,17945349,2013-09-20T19:03:32Z
5031970,markscalf,2772907,20,45221160,2017-01-16T17:31:11Z
5071561,Telecas,202256,7,31464861,2015-05-26T07:47:16Z
5071569,andygol,94578,31,46751561,2017-03-10T22:35:03Z
6239172,calfarome,2511706,19,39225837,2016-05-10T19:07:48Z
6240691,RichRico,2219338,25,36941030,2016-02-01T17:09:17Z
6240692,NE2,207745,26,13397679,2012-10-07T13:14:01Z
6240693,NE2,207745,30,13397679,2012-10-07T13:14:02Z
8923218,balrog-kun,20587,5,4245371,2010-03-27T15:26:44Z
8923230,adbrown,54598,2,806835,2008-11-29T02:02:20Z
8923234,mk408,201724,8,3947793,2010-02-22T21:39:00Z
8923287,Minh Nguyen,33757,17,34010522,2015-09-13T23:16:50Z
8923313,Minh Nguyen,33757,17,33996643,2015-09-13T10:08:53Z
8923342,TorieRob,3821658,13,40044472,2016-06-15T18:27:20Z
8923352,balrog-kun,20587,2,4245371,2010-03-27T15:26:47Z
8923548,ChrisZontine,1376118,5,18288515,2013-10-10T21:25:20Z
8923550,ChrisZontine,1376118,4,18288515,2013-10-10T21:25:19Z
8923560,stevea,123633,12,3960008,2010-02-24T04:56:03Z
8923644,Apo42,25510,5,10069783,2011-12-08T23:48:47Z
8923653,dtcomposer,35900,3,808031,2009-03-13T22:46:59Z
8923655,dtcomposer,35900,3,808031,2009-03-13T22:47:02Z
8923698,DaveHansenTiger,7168,1,110155,2007-10-12T00:42:12Z
8923799,dannykath,2226712,14,36866473,2016-01-28T21:49:45Z
8923865,dannykath,2226712,15,36866473,2016-01-28T21:49:45Z
8923867,markscalf,2772907,16,45762448,2017-02-02T23:01:26Z
8923871,dannykath,2226712,17,36866473,2016-01-28T21:49:46Z
8923873,calfarome,2511706,7,36728644,2016-01-21T20:50:37Z
8923969,RichRico,2219338,11,36804012,2016-01-25T20:05:14Z
8924041,calfarome,2511706,10,36840751,2016-01-27T16:51:40Z
8924062,ediyes,1240849,15,39863326,2016-06-07T14:53:42Z
8924068,adbrown,54598,2,729116,2008-11-10T06:39:52Z
8924089,Bike Mapper,74705,5,15143049,2013-02-24T01:40:51Z
8924105,Skybunny,1751737,13,42272274,2016-09-19T14:54:55Z
8924220,dannykath,2226712,15,39253697,2016-05-11T21:46:06Z
8924311,calfarome,2511706,13,36842883,2016-01-27T18:39:59Z
8924322,YongYang,1408707,7,26221395,2014-10-20T19:44:32Z
8924364,Iowa Kid,703517,11,32707359,2015-07-17T20:57:50Z
8924405,ChrisZontine,1376118,9,18288515,2013-10-10T21:25:19Z
8924424,Telecas,202256,5,45153466,2017-01-14T05:09:45Z
8924426,Telecas,202256,3,45153466,2017-01-14T05:09:45Z
8924451,balrog-kun,20587,4,4245371,2010-03-27T15:26:54Z
8924455,Luis36995,1829683,11,36826154,2016-01-26T21:44:44Z
8924487,mk408,201724,5,6924299,2011-01-10T09:32:39Z
8924489,mk408,201724,7,6983981,2011-01-16T03:07:41Z
8924490,mk408,201724,6,6983981,2011-01-16T03:07:34Z
8924545,NE2,207745,13,13422450,2012-10-09T06:59:34Z
8924551,dannykath,2226712,15,36866473,2016-01-28T21:49:46Z
8924575,bill42,482916,22,12072545,2012-07-01T07:13:52Z
8924592,wallclimber21,81024,2,3010440,2009-11-01T19:54:11Z
8924605,Telecas,202256,13,45154433,2017-01-14T07:05:34Z
8924615,Telecas,202256,16,46407619,2017-02-26T04:36:02Z
8924617,Dan Lengyel,778321,15,21961559,2014-04-26T19:02:44Z
8924637,Minh Nguyen,33757,21,33406539,2015-08-18T03:54:42Z
8924646,Minh Nguyen,33757,16,34354275,2015-09-30T19:25:49Z
8924682,RichRico,2219338,18,36944683,2016-02-01T20:05:45Z
8924685,dannykath,2226712,15,39224707,2016-05-10T18:22:33Z
8924777,beddy,3207726,11,39542555,2016-05-24T19:19:25Z
8924786,mk408,201724,3,6802417,2010-12-29T19:39:04Z
8924790,Telecas,202256,7,44315747,2016-12-11T04:49:43Z
8924792,calfarome,2511706,9,36860932,2016-01-28T17:09:54Z
8924803,markscalf,2772907,11,45495342,2017-01-26T00:50:27Z
8924915,wallclimber21,81024,3,1491105,2009-06-11T21:10:27Z
8924921,Bike Mapper,74705,6,17026556,2013-07-20T18:43:49Z
8924933,isw,123995,3,3059183,2009-11-07T21:12:30Z
8924962,adbrown,54598,2,787469,2008-11-24T07:23:09Z
8924968,ediyes,1240849,12,36863483,2016-01-28T19:31:13Z
8925043,beddy,3207726,8,34531503,2015-10-09T14:56:12Z
8925045,beddy,3207726,6,34531503,2015-10-09T14:56:11Z
8925047,Icycle,55482,2,25480,2008-12-01T19:30:25Z
8925085,Telecas,202256,2,45153466,2017-01-14T05:09:46Z
8925096,mk408,201724,5,6983981,2011-01-16T03:07:35Z
8925098,mk408,201724,5,6983981,2011-01-16T03:07:39Z
8925114,doug_sfba,1796809,3,33870039,2015-09-07T23:08:32Z
8925115,Telecas,202256,3,44050735,2016-11-30T04:39:21Z
8925125,calfarome,2511706,22,36858023,2016-01-28T14:30:50Z
8925126,calfarome,2511706,24,36846849,2016-01-27T22:07:41Z
8925174,mk408,201724,4,6924299,2011-01-10T09:32:46Z
8925178,mk408,201724,4,6924299,2011-01-10T09:32:30Z
8925213,Luis36995,1829683,12,36839073,2016-01-27T15:20:22Z
8925214,markscalf,2772907,13,45757609,2017-02-02T19:37:48Z
8925242,markscalf,2772907,19,42644515,2016-10-04T22:43:47Z
8925273,Telecas,202256,10,44315747,2016-12-11T04:49:42Z
8925279,Zian Choy,296869,13,36670293,2016-01-18T23:22:29Z
8925409,mk408,201724,7,6803970,2010-12-29T22:12:39Z
8925415,adbrown,54598,3,236446,2008-08-14T08:11:24Z
8925416,Bike Mapper,74705,9,17026556,2013-07-20T18:43:48Z
8925417,Bike Mapper,74705,8,17026556,2013-07-20T18:43:49Z
8925429,RichRico,2219338,14,39127971,2016-05-05T19:29:57Z
8925476,ChrisZontine,1376118,4,18288515,2013-10-10T21:25:19Z
8925478,ChrisZontine,1376118,3,18288515,2013-10-10T21:25:20Z
8925499,dannykath,2226712,10,36866825,2016-01-28T22:09:59Z
8925502,dannykath,2226712,9,36866825,2016-01-28T22:10:00Z
8925503,dannykath,2226712,8,36866825,2016-01-28T22:10:00Z
8925526,karitotp,2748195,10,36946425,2016-02-01T21:22:35Z
8925544,mk408,201724,2,3985858,2010-02-27T06:24:34Z
8925545,Bike Mapper,74705,9,16565585,2013-06-15T16:56:09Z
8925615,ChrisZontine,1376118,2,18512125,2013-10-24T00:02:53Z
8925624,mk408,201724,10,6963977,2011-01-14T04:05:27Z
8925627,mk408,201724,5,6983981,2011-01-16T03:07:38Z
8925631,mk408,201724,6,6983981,2011-01-16T03:07:36Z
8925636,Bike Mapper,74705,3,20469878,2014-02-09T17:56:08Z
8925652,KristenK,1494110,21,32081539,2015-06-19T18:40:23Z
8925664,calfarome,2511706,18,36860462,2016-01-28T16:41:13Z
8925687,wallclimber21,81024,5,2713686,2009-10-02T16:01:51Z
8925688,mk408,201724,3,6991208,2011-01-16T17:58:13Z
8925711,PlaneMad,1306,16,33478425,2015-08-21T08:55:30Z
8925733,wallclimber21,81024,2,2747205,2009-10-05T09:45:42Z
8925772,Bike Mapper,74705,5,37487988,2016-02-27T19:46:36Z
8925860,Apo42,25510,7,10069783,2011-12-08T23:48:48Z
8925863,MartinJW,2050359,13,41944570,2016-09-06T02:09:42Z
8925909,Skybunny,1751737,10,42263009,2016-09-19T07:30:10Z
8925953,andygol,94578,22,37001669,2016-02-04T16:17:12Z
8926041,esuor,594525,10,37025248,2016-02-05T18:00:07Z
8926058,karitotp,2748195,7,32291304,2015-06-29T18:32:40Z
8926059,NE2,207745,9,13422450,2012-10-09T06:58:43Z
8926065,RichRico,2219338,9,36945809,2016-02-01T20:56:06Z
8926071,andrewpmk,1679,9,11890638,2012-06-14T00:16:00Z
8926090,markscalf,2772907,17,42456433,2016-09-26T21:16:00Z
8926091,dudidu,41907,2,559456,2008-05-31T07:17:59Z
8926136,abel801,2377377,12,33397676,2015-08-17T18:13:29Z
8926175,mk408,201724,5,6963750,2011-01-14T03:03:50Z
8926208,adbrown,54598,4,806835,2008-11-29T01:49:34Z
8926249,mk408,201724,3,6845506,2011-01-03T00:49:54Z
8926251,ChrisZontine,1376118,3,18288515,2013-10-10T21:25:20Z
8926257,mk408,201724,3,6968535,2011-01-14T16:01:26Z
8926306,beddy,3207726,12,39148316,2016-05-06T16:54:03Z
8926311,stevea,123633,8,3968578,2010-02-25T02:51:51Z
8926366,n76,318696,9,19963761,2014-01-13T00:13:17Z
8926383,Zian Choy,296869,27,36670293,2016-01-18T23:22:29Z
8926398,bmhr,296587,12,20497058,2014-02-11T04:18:42Z
8926410,karitotp,2748195,11,39124450,2016-05-05T16:32:21Z
8926441,Aleksei Potov,1996617,5,44882981,2017-01-03T21:14:41Z
8926463,karitotp,2748195,18,39124450,2016-05-05T16:32:17Z
8926495,Bike Mapper,74705,6,37487988,2016-02-27T19:46:36Z
8926510,mk408,201724,2,3583997,2010-01-10T03:24:57Z
8926512,Bike Mapper,74705,5,16565585,2013-06-15T16:56:09Z
8926514,mk408,201724,3,3583997,2010-01-10T03:24:56Z
8926634,Bike Mapper,74705,5,37501129,2016-02-28T15:45:53Z
8926643,Minh Nguyen,33757,11,33406539,2015-08-18T03:54:42Z
8926644,yurasi,3526564,4,45088377,2017-01-11T21:48:21Z
8926649,mk408,201724,7,6845748,2011-01-03T02:00:04Z
8926696,calfarome,2511706,11,36847273,2016-01-27T22:39:15Z
8926697,doug_sfba,1796809,4,33870039,2015-09-07T23:08:32Z
8926698,doug_sfba,1796809,4,33870039,2015-09-07T23:08:32Z
8926731,mk408,201724,14,6845748,2011-01-03T01:59:58Z
8926746,dtcomposer,35900,3,552230,2009-02-19T05:46:33Z
8926767,Telecas,202256,7,33086929,2015-08-04T03:48:07Z
8926781,Pat Ekman,52104,2,501713,2008-07-15T04:44:04Z
8926880,markscalf,2772907,16,42551295,2016-09-30T19:54:17Z
8926914,andrewpmk,1679,11,11890638,2012-06-14T00:16:00Z
8926928,mk408,201724,4,3583997,2010-01-10T03:24:56Z
8926930,KindredCoda,14293,5,8306355,2011-05-31T22:52:32Z
8926968,beddy,3207726,6,44316674,2016-12-11T06:55:47Z
8927004,DaveHansenTiger,7168,1,111047,2007-10-12T01:00:08Z
8927079,NE2,207745,11,13422450,2012-10-09T06:58:18Z
8927164,dannykath,2226712,13,36866473,2016-01-28T21:49:45Z
8927175,DaveHansenTiger,7168,1,111047,2007-10-12T01:01:00Z
8927177,beddy,3207726,9,39258923,2016-05-12T06:38:33Z
8927181,NE2,207745,4,13381044,2012-10-06T06:20:51Z
8927182,beddy,3207726,9,39960044,2016-06-11T20:25:19Z
8927237,mk408,201724,3,3990068,2010-02-27T16:34:08Z
8927263,karitotp,2748195,10,39223552,2016-05-10T17:24:48Z
8927281,isw,123995,4,2908152,2009-10-21T00:25:47Z
8927405,saikabhi,3029661,17,39530172,2016-05-24T10:37:45Z
8927481,cityeditor1000,1974064,3,27081683,2014-11-28T03:51:34Z
8927528,sadam,7591,2,658755,2008-11-02T20:37:32Z
8927544,SteveC,682,2,354477,2008-05-07T12:30:06Z
8927546,adbrown,54598,2,236446,2008-08-14T08:11:03Z
8927548,markscalf,2772907,19,42506914,2016-09-28T23:00:20Z
8927550,Bike Mapper,74705,6,17026556,2013-07-20T18:43:49Z
8927551,adbrown,54598,3,236446,2008-08-14T08:11:14Z
8927581,DaveHansenTiger,7168,1,111047,2007-10-12T01:02:42Z
8927611,wallclimber21,81024,3,173973,2008-12-06T07:36:28Z
8927650,mk408,201724,3,3990068,2010-02-27T16:34:08Z
8927684,DaveHansenTiger,7168,1,111047,2007-10-12T01:03:05Z
8927688,Bike Mapper,74705,4,14209395,2012-12-09T07:56:43Z
8927690,Bike Mapper,74705,4,14209395,2012-12-09T07:56:44Z
8927691,Bike Mapper,74705,5,14209395,2012-12-09T07:56:44Z
8927702,karitotp,2748195,10,36946425,2016-02-01T21:22:37Z
8927703,calfarome,2511706,5,36860932,2016-01-28T17:09:55Z
8927709,isw,123995,2,3069936,2009-11-09T00:09:01Z
8927734,mk408,201724,3,6804304,2010-12-29T22:33:53Z
8927790,RichRico,2219338,11,36945809,2016-02-01T20:56:06Z
8927817,isw,123995,3,2808322,2009-10-10T21:33:47Z
8927826,Minh Nguyen,33757,6,33380103,2015-08-17T00:04:01Z
8927829,balrog-kun,20587,8,4245371,2010-03-27T15:33:07Z
8927838,balrog-kun,20587,7,4245371,2010-03-27T15:33:09Z
8927840,Apo42,25510,5,10069783,2011-12-08T23:48:37Z
8927846,DaveHansenTiger,7168,1,111047,2007-10-12T01:03:55Z
8927849,doug_sfba,1796809,4,44385955,2016-12-13T22:53:56Z
8927859,pbfoot06,2281061,12,27382540,2014-12-10T17:50:24Z
8927878,mk408,201724,4,6963750,2011-01-14T03:03:57Z
8927879,balrog-kun,20587,4,4245371,2010-03-27T15:33:17Z
8927893,balrog-kun,20587,3,4245371,2010-03-27T15:33:21Z
8927904,Bike Mapper,74705,7,14973862,2013-02-09T23:23:55Z
8927905,Bike Mapper,74705,9,14971969,2013-02-09T20:16:24Z
8927911,Bike Mapper,74705,6,26827641,2014-11-16T18:02:56Z
8927917,Christine_E,1707766,8,43818840,2016-11-20T10:39:52Z
8927918,balrog-kun,20587,11,4245371,2010-03-27T15:33:27Z
8927919,Bike Mapper,74705,13,39007914,2016-04-30T22:49:39Z
8927925,oba510,933797,6,45994123,2017-02-11T10:20:49Z
8927952,Bike Mapper,74705,4,27326197,2014-12-08T04:26:17Z
8927963,Telecas,202256,6,43294812,2016-10-31T00:43:57Z
8927984,Bike Mapper,74705,9,15053846,2013-02-16T17:03:49Z
8927996,gabis_telenav,2929338,22,36447747,2016-01-08T16:03:14Z
8928010,andrewpmk,1679,6,33685409,2015-08-30T15:58:41Z
8928011,Apo42,25510,8,10069783,2011-12-08T23:48:20Z
8928013,doug_sfba,1796809,11,44356840,2016-12-12T20:20:00Z
8928016,Minh Nguyen,33757,4,34010522,2015-09-13T23:16:57Z
8928017,Minh Nguyen,33757,3,34010522,2015-09-13T23:16:57Z
8928021,mk408,201724,4,6984194,2011-01-16T04:34:47Z
8928023,mk408,201724,4,6984194,2011-01-16T04:34:53Z
8928027,balrog-kun,20587,3,4245371,2010-03-27T15:33:48Z
8928038,balrog-kun,20587,4,4245371,2010-03-27T15:33:51Z
8928040,Bike Mapper,74705,9,15227433,2013-03-02T22:25:28Z
8928046,balrog-kun,20587,4,4245371,2010-03-27T15:33:53Z
8928047,Cato_d_Ae,1679807,10,22674432,2014-06-01T14:36:49Z
8928056,balrog-kun,20587,8,4245371,2010-03-27T15:33:54Z
8928061,mk408,201724,3,3939733,2010-02-21T22:41:09Z
8928069,Bike Mapper,74705,11,16571410,2013-06-16T06:23:46Z
8928071,PemFR,86806,7,12755851,2012-08-16T21:22:33Z
8928073,mk408,201724,3,3940145,2010-02-21T23:47:12Z
8928074,mk408,201724,3,6979118,2011-01-15T16:46:18Z
8928080,balrog-kun,20587,4,4245371,2010-03-27T15:33:58Z
8928096,SteveC,682,2,353335,2008-05-07T07:57:40Z
8928130,Minh Nguyen,33757,24,43436349,2016-11-06T08:27:51Z
8928155,Bike Mapper,74705,8,39007914,2016-04-30T22:49:41Z
8928160,Bike Mapper,74705,10,16565585,2013-06-15T16:56:08Z
8928168,phoenix23,383461,15,21466418,2014-04-02T21:17:36Z
8928171,balrog-kun,20587,2,4245371,2010-03-27T15:34:32Z
8928195,balrog-kun,20587,3,4245371,2010-03-27T15:34:39Z
8928198,mk408,201724,9,3994502,2010-02-28T03:25:48Z
8928202,n76,318696,7,25085286,2014-08-28T23:15:53Z
8928205,balrog-kun,20587,9,4245371,2010-03-27T15:34:41Z
8928259,mk408,201724,2,3929075,2010-02-21T00:07:46Z
8928263,doug_sfba,1796809,6,27767327,2014-12-29T01:20:33Z
8928284,oba510,933797,4,45994123,2017-02-11T10:20:50Z
8928294,mk408,201724,5,7100627,2011-01-27T06:56:45Z
8928305,balrog-kun,20587,3,4245371,2010-03-27T15:35:01Z
8928307,stevea,123633,7,4339712,2010-04-05T22:53:48Z
8928321,Paul Vernaza,18685,10,46724970,2017-03-09T23:38:30Z
8928327,doug_sfba,1796809,9,36351771,2016-01-04T04:05:03Z
8928328,andrewpmk,1679,10,16332026,2013-05-29T01:04:27Z
8928329,Apo42,25510,8,10047356,2011-12-06T05:49:54Z
8928337,mk408,201724,7,6545993,2010-12-05T00:49:59Z
8928339,Telecas,202256,10,29419058,2015-03-12T04:51:44Z
8928350,balrog-kun,20587,5,4245371,2010-03-27T15:35:12Z
8928354,Bike Mapper,74705,8,16571410,2013-06-16T06:23:47Z
8928370,balrog-kun,20587,3,4245371,2010-03-27T15:35:15Z
8928372,balrog-kun,20587,2,4245371,2010-03-27T15:35:15Z
8928374,adbrown,54598,4,7712766,2011-03-30T04:03:45Z
8928375,pbfoot06,2281061,14,27053860,2014-11-26T20:16:02Z
8928377,beddy,3207726,3,44316512,2016-12-11T06:32:41Z
8928379,oba510,933797,11,45994123,2017-02-11T10:20:48Z
8928380,beddy,3207726,4,44316512,2016-12-11T06:32:41Z
8928384,balrog-kun,20587,3,4245371,2010-03-27T15:35:19Z
8928389,calfarome,2511706,9,45136679,2017-01-13T15:37:59Z
8928401,balrog-kun,20587,3,4245371,2010-03-27T15:35:22Z
8928409,Minh Nguyen,33757,5,33366012,2015-08-16T09:50:41Z
8928421,mk408,201724,7,3940145,2010-02-21T23:47:12Z
8928423,balrog-kun,20587,3,4245371,2010-03-27T15:35:26Z
8928427,balrog-kun,20587,4,4245371,2010-03-27T15:35:26Z
8928434,doug_sfba,1796809,5,35958524,2015-12-15T03:32:55Z
8928438,mk408,201724,8,3926658,2010-02-20T19:04:15Z
8928445,balrog-kun,20587,3,4245371,2010-03-27T15:35:32Z
8928450,balrog-kun,20587,4,4245371,2010-03-27T15:35:35Z
8928461,balrog-kun,20587,7,4245371,2010-03-27T15:35:39Z
8928490,mk408,201724,8,3940145,2010-02-21T23:47:05Z
8928499,balrog-kun,20587,6,4245371,2010-03-27T15:35:48Z
8928505,n76,318696,4,23690881,2014-07-02T23:09:06Z
8928552,doug_sfba,1796809,10,35958524,2015-12-15T03:32:53Z
8928571,adbrown,54598,3,24924,2008-12-01T08:19:52Z
8928577,oba510,933797,7,45994123,2017-02-11T10:20:47Z
8928578,oba510,933797,4,45994123,2017-02-11T10:20:47Z
8928604,satish00,2616583,8,28514951,2015-01-30T23:31:35Z
8928606,mk408,201724,5,6543132,2010-12-04T20:22:32Z
8928612,balrog-kun,20587,4,4245371,2010-03-27T15:36:14Z
8928615,mk408,201724,4,6995250,2011-01-16T23:40:50Z
8928617,Minh Nguyen,33757,6,33057522,2015-08-02T22:04:08Z
8928623,Telecas,202256,11,44276433,2016-12-09T08:34:38Z
8928639,mk408,201724,3,3939733,2010-02-21T22:41:03Z
8928642,adbrown,54598,3,625372,2008-07-30T07:07:14Z
8928650,balrog-kun,20587,5,4245371,2010-03-27T15:36:24Z
8928655,mk408,201724,7,3941070,2010-02-22T06:36:33Z
8928658,balrog-kun,20587,4,4245371,2010-03-27T15:36:26Z
8928659,n76,318696,10,33946869,2015-09-11T02:52:17Z
8928667,Bike Mapper,74705,8,27717826,2014-12-26T20:36:17Z
8928671,andrewpmk,1679,4,33685436,2015-08-30T15:59:59Z
8928674,balrog-kun,20587,2,4245371,2010-03-27T15:36:29Z
8928681,n76,318696,8,29105429,2015-02-26T01:15:22Z
8928685,Minh Nguyen,33757,19,32109704,2015-06-21T05:07:52Z
8928697,afdreher,1110270,14,25307829,2014-09-08T13:47:51Z
8928723,Bike Mapper,74705,6,16659930,2013-06-22T18:30:48Z
8928729,balrog-kun,20587,2,4245371,2010-03-27T15:36:43Z
8928736,RichRico,2219338,18,39128472,2016-05-05T19:53:11Z
8928739,Bike Mapper,74705,4,7268197,2011-02-12T19:02:53Z
8928740,balrog-kun,20587,3,4245371,2010-03-27T15:36:45Z
8928742,Bike Mapper,74705,4,37501129,2016-02-28T15:45:56Z
8928745,42429,42429,12,8652667,2011-07-06T21:37:09Z
8928751,balrog-kun,20587,4,4245371,2010-03-27T15:36:46Z
8928756,Minh Nguyen,33757,11,33406539,2015-08-18T03:54:41Z
8928757,Christine_E,1707766,8,44301330,2016-12-10T11:39:18Z
8928760,Bike Mapper,74705,4,15059277,2013-02-17T05:34:00Z
8928761,adbrown,54598,2,7712766,2011-03-30T03:57:13Z
8928764,balrog-kun,20587,3,4245371,2010-03-27T15:36:48Z
8928765,balrog-kun,20587,3,4245371,2010-03-27T15:36:48Z
8928769,balrog-kun,20587,3,4245371,2010-03-27T15:36:49Z
8928787,Telecas,202256,5,29984861,2015-04-05T04:19:10Z
8928790,Bike Mapper,74705,4,17026556,2013-07-20T18:43:49Z
8928796,Bike Mapper,74705,11,16490430,2013-06-10T03:07:25Z
8928799,balrog-kun,20587,3,4245371,2010-03-27T15:36:54Z
8928808,balrog-kun,20587,2,4245371,2010-03-27T15:36:57Z
8928809,isw,123995,4,4474410,2010-04-20T05:14:17Z
8928817,Minh Nguyen,33757,7,33058613,2015-08-02T23:59:22Z
8928820,Bike Mapper,74705,5,17966256,2013-09-22T01:13:11Z
8928831,adbrown,54598,2,7735,2008-08-01T08:25:02Z
8928847,doug_sfba,1796809,8,44434043,2016-12-15T21:58:52Z
8928856,Telecas,202256,7,31952112,2015-06-13T22:18:17Z
8928870,andrewpmk,1679,3,3960500,2010-02-24T07:41:49Z
8928875,adbrown,54598,2,729116,2008-11-10T05:18:25Z
8928885,Bike Mapper,74705,5,14278925,2012-12-15T07:21:37Z
8928890,Bike Mapper,74705,5,7270687,2011-02-12T23:20:57Z
8928893,Bike Mapper,74705,4,16670444,2013-06-23T14:44:20Z
8928920,abel801,2377377,4,33397688,2015-08-17T18:14:01Z
8928925,balrog-kun,20587,3,4245371,2010-03-27T15:37:23Z
8928926,ChrisZontine,1376118,5,18511810,2013-10-23T23:11:23Z
8928927,balrog-kun,20587,2,4245371,2010-03-27T15:37:24Z
8928928,Schusch,24920,3,12642057,2012-08-07T07:37:02Z
8928935,Bike Mapper,74705,7,14738858,2013-01-21T21:41:02Z
8928940,balrog-kun,20587,5,4245371,2010-03-27T15:37:26Z
8928941,dchiles,153669,6,13037970,2012-09-08T20:40:16Z
8928954,Apo42,25510,7,10047327,2011-12-06T05:35:49Z
8928956,mk408,201724,4,3930298,2010-02-21T07:15:34Z
8928973,yurasi,3526564,5,45116399,2017-01-12T20:46:41Z
8928974,balrog-kun,20587,3,4245371,2010-03-27T15:37:33Z
8928978,balrog-kun,20587,3,4245371,2010-03-27T15:37:34Z
8928982,andrewpmk,1679,8,31550456,2015-05-28T21:53:38Z
8928986,Telecas,202256,14,44317371,2016-12-11T08:15:24Z
8928989,Bike Mapper,74705,10,7401951,2011-02-26T17:08:08Z
8929002,n76,318696,4,20239360,2014-01-28T00:05:33Z
8929006,pbfoot06,2281061,4,27053860,2014-11-26T20:16:03Z
8929025,dudidu,41907,2,559456,2008-05-31T08:25:58Z
8929027,doug_sfba,1796809,10,44404852,2016-12-14T19:09:57Z
8929032,mk408,201724,6,3940145,2010-02-21T23:46:53Z
8929036,beddy,3207726,7,44316512,2016-12-11T06:32:39Z
8929046,mk408,201724,9,6984793,2011-01-16T08:18:32Z
8929053,adbrown,54598,3,303372,2008-08-18T03:35:36Z
8929056,doug_sfba,1796809,7,44316143,2016-12-11T05:35:44Z
8929064,mk408,201724,13,4127287,2010-03-14T17:35:35Z
8929069,Bike Mapper,74705,4,16565585,2013-06-15T16:56:08Z
8929091,SteveC,682,2,353335,2008-05-07T08:01:57Z
8929096,karitotp,2748195,20,45306505,2017-01-19T19:01:45Z
8929099,mk408,201724,3,6963977,2011-01-14T04:05:29Z
8929100,balrog-kun,20587,4,4245371,2010-03-27T15:37:57Z
8929102,adbrown,54598,6,5874366,2010-09-25T20:47:26Z
8929121,Bike Mapper,74705,9,40785849,2016-07-16T19:15:23Z
8929123,phoenix23,383461,11,21466418,2014-04-02T21:25:23Z
8929125,balrog-kun,20587,3,4245371,2010-03-27T15:38:01Z
8929127,balrog-kun,20587,4,4245371,2010-03-27T15:38:01Z
8929129,Bike Mapper,74705,9,16571438,2013-06-16T06:27:50Z
8929137,Bike Mapper,74705,3,27192946,2014-12-03T04:38:52Z
8929139,balrog-kun,20587,5,4245371,2010-03-27T15:38:03Z
8929142,balrog-kun,20587,2,4245371,2010-03-27T15:38:04Z
8929144,balrog-kun,20587,3,4245371,2010-03-27T15:38:04Z
8929150,ryandrake,1214881,5,15229649,2013-03-03T06:08:10Z
8929152,SC Mapper,1174563,4,14484403,2013-01-01T08:58:48Z
8929155,balrog-kun,20587,6,4245371,2010-03-27T15:38:06Z
8929157,42429,42429,8,8652400,2011-07-06T21:03:52Z
8929158,balrog-kun,20587,3,4245371,2010-03-27T15:38:07Z
8929162,Apo42,25510,8,10047369,2011-12-06T05:56:04Z
8929179,Apo42,25510,10,10047426,2011-12-06T06:24:56Z
8929182,Bike Mapper,74705,9,39480243,2016-05-22T04:35:33Z
8929183,balrog-kun,20587,3,4245371,2010-03-27T15:38:12Z
8929192,phoenix23,383461,10,20994138,2014-03-08T20:30:52Z
8929200,mk408,201724,8,6545993,2010-12-05T00:50:18Z
8929201,adbrown,54598,2,7735,2008-08-01T08:54:08Z
8929203,mk408,201724,10,7002613,2011-01-17T18:41:59Z
8929208,mk408,201724,12,6984793,2011-01-16T08:18:28Z
8929213,Bike Mapper,74705,7,26655041,2014-11-09T01:20:12Z
8929214,Minh Nguyen,33757,9,33531059,2015-08-23T19:06:35Z
8929230,balrog-kun,20587,3,4245371,2010-03-27T15:38:21Z
8929240,adbrown,54598,2,729116,2008-11-10T06:12:08Z
8929266,balrog-kun,20587,2,4245371,2010-03-27T15:38:28Z
8929271,Minh Nguyen,33757,5,32273391,2015-06-28T22:44:22Z
8929275,balrog-kun,20587,2,4245371,2010-03-27T15:38:29Z
8929280,Bike Mapper,74705,7,17115107,2013-07-27T15:24:05Z
8929282,balrog-kun,20587,3,4245371,2010-03-27T15:38:30Z
8929284,balrog-kun,20587,3,4245371,2010-03-27T15:38:30Z
8929285,Christine_E,1707766,8,44253568,2016-12-08T09:10:29Z
8929293,balrog-kun,20587,8,4245371,2010-03-27T15:38:32Z
8929299,andrewpmk,1679,13,30215500,2015-04-14T15:41:56Z
8929301,doug_sfba,1796809,4,44316143,2016-12-11T05:35:45Z
8929312,balrog-kun,20587,3,4245371,2010-03-27T15:38:36Z
8929315,arar,3422665,8,35658173,2015-11-30T01:59:18Z
